,0,1,2,3,4
intercept,-1.4208197523624866,0.6435267803143061,0.8323504032160659,0.07921067585770243,-0.13426810702559555
Buildinglat,-0.32203649071862994,-0.09828711490543286,-0.13883104136860971,0.32381312351376335,0.23534152347890672
hazards_present,-0.27670944983803314,0.31358231141001913,0.14590909573933974,0.1480989517941703,-0.33088090910549983
building_type,0.2096187044578722,0.25367730431468644,0.16313773300236048,-0.22607728123473939,-0.4003564605401769
number_of_stories,-0.9345896568291935,0.2644010209271729,0.4713278001608602,0.546734429570771,-0.3478735938296096
understory_pct_of_building_footprint,-0.08460171031416043,-0.14248474053476531,0.0535643401454816,0.039426711101656964,0.1340953996017875
year_built,0.40967218958439766,1.1014870642321364,-0.7320668447265714,-0.4619366851545946,-0.31715572393536534
roof_shape,-0.03254163191936936,0.07890414205777495,0.19407020548484263,-0.1386284673259279,-0.10180424829732233
mwfrs,0.36291952376397,-0.2398488144894073,-0.05621107932622007,-0.13902891865197228,0.07216928870362907
foundation_type,-0.04124405642871542,-0.16556578117840973,-0.23971986668358833,0.29610759292517896,0.15042211136553452
wall_structure,0.4456071303952863,-0.07905711744546653,-0.052476254199258,0.2646411679579939,-0.5787149267085575
wall_substrate,0.08355164214494501,-0.07711771840162326,-0.14924731524781457,0.03249255227955465,0.11032083922493735
wall_cladding,0.11650673060726711,0.09610867984892353,-0.05668379790363662,-0.19375447921091202,0.03782286665835871
roof_system,-0.4599774513297342,0.3534428983964746,0.11433569923066111,-0.25089767015060493,0.24309652385320138
roof_substrate_type,0.4902304352260484,0.02452873863851674,-0.20604420757411332,-0.27293597505333944,-0.03577899123710938
roof_cover,-0.10032455580260842,0.06815251197077422,0.1820360615560433,-0.2382393247799295,0.08837530705572133
Buildinglong,0.3284851480373743,0.02450840020075795,0.09972937129669408,-0.2712524865614295,-0.18147043297339674
mindist,0.7609635142596493,0.45952713050731425,0.6573697744312845,-0.45838381302015263,-1.4194766061780992
