,0,1,2,3,4
intercept,-3.531427108867115,0.8715169045265397,2.074633300905895,0.6826677490941881,-0.09739084565951071
Unnamed0,-0.251148995953272,-0.32200652483845627,0.6307380748001005,0.25667115127277523,-0.31425370528114804
Buildinglat,0.1296488556948451,0.2385396436261862,-0.807888566752217,-0.003021769083118121,0.4427218365143011
longitude,0.11711452016722483,-0.011232777167387067,0.14552772357123303,-0.12829979181075907,-0.12310967476031147
hazards_present,-0.06446303894870449,0.22258106172885583,-0.06665327992195257,-0.024787798642527527,-0.0666769442156726
wind_damage_rating,-5.565046128942667,-2.5040235023783333,1.0384555738772037,3.3022959229896416,3.728318134454158
surge_damage_rating,-3.2459234919220075,-2.5180064487018026,-0.24734410161807166,2.080953731697748,3.9303203105441384
rainwater_ingress_damage_rating,-0.021837771661758154,0.1447929361278119,0.04575218678988316,-0.10945301126082614,-0.059254339995109914
building_type,-0.10819028276370135,0.17288601092480482,0.19749205164058956,-0.012917958838140538,-0.24926982096354985
number_of_stories,-0.21974827522976223,0.19198891132678755,0.3304043033854366,0.5042993119440939,-0.8069442514265556
understory_pct_of_building_footprint,-0.006962433441402003,-0.05090743923167371,0.11881321595979426,-0.09559131586683117,0.03464797258011364
year_built,0.12912709011290072,0.29982453005552767,-0.2763573099654892,-0.07631679055860806,-0.07627751964433215
roof_shape,0.09961573940414072,0.12349073175823456,0.1504052575273468,-0.16310833728951168,-0.21040339140021208
mwfrs,0.32067153770961476,-0.2789436257429752,-0.04046681001681584,-0.06546832425199961,0.06420722230217558
foundation_type,0.1619552487668924,-0.2780961303009604,-0.28742365224766697,0.23952217092237574,0.16404236285936163
wall_structure,0.4086864967193761,-0.13931637015542964,-0.12630077329520673,0.296376474283357,-0.4394458275520959
wall_substrate,0.06914844482965908,-0.014334520413408523,-0.18615127730638886,0.021695098195089215,0.10964225469504733
wall_cladding,0.18929318238835197,0.11138357370627489,-0.0723247539151811,-0.270905153072862,0.04255315089341732
roof_system,-0.7163667638491655,0.19357221996216004,0.190714510572976,-0.039653441926284665,0.37173347524032097
roof_substrate_type,0.3088226482061467,-0.0322808833059674,-0.09376249952152876,-0.1785528416055562,-0.004226423773093652
roof_cover,0.0030613988508759434,-0.018940956901845402,0.1295863709264154,-0.13546321751743748,0.02175640464199249
Buildinglong,0.11714420956884636,-0.008516408297789652,0.13807757535996876,-0.1235827160992302,-0.1231226605317952
mindist,0.353552802405617,-0.10807592543502074,0.39528447200146244,-0.38670870517901557,-0.25405264379304565
