,0,1,2,3,4
intercept,-3.5021062149545266,0.7408904764601069,2.0457076705536212,0.7862361091692064,-0.070728041228431
Unnamed0,-0.5779184846230294,0.08146654795658942,0.5738474548755466,0.37443704673603406,-0.451832564945139
Buildinglat,0.6612577356629756,0.05406786611120948,-0.8209220204928653,-0.17699342464219608,0.28258984336087445
longitude,0.19988264246427123,0.019187887538970962,0.09899761111812923,-0.1202132616689965,-0.1978548794523755
hazards_present,-0.06413168419813099,0.09832679703315945,0.025432823186086105,0.09026447087566361,-0.14989240689677888
wind_damage_rating,-5.508167573930765,-2.716302745285449,1.231130950387336,3.201386320979201,3.791953047849673
surge_damage_rating,-3.434960491867976,-2.5120679965461568,-0.06650980673111269,2.0384268346281336,3.975111460517106
rainwater_ingress_damage_rating,-0.0017373651852729097,0.06784505514630841,-0.027378976899415097,-0.014210264437389734,-0.024518448624230405
building_type,-0.19607812056553858,0.05499397176054851,0.22648827975517274,0.02246781241342164,-0.10787194336360417
number_of_stories,-0.25474833615602205,0.32936222426736406,0.30025706990867945,0.48915758901842443,-0.8640285470384449
understory_pct_of_building_footprint,0.24060314428544113,0.10952920407577957,-0.08468002923828206,-0.23204165516956748,-0.03341066395337087
year_built,-0.024981492617581452,0.3947515467084069,-0.23276729779351432,0.016123767996437492,-0.15312652429375073
roof_shape,0.08158466500957012,-0.05500203850558513,0.1256731474021013,-0.09912400979426099,-0.053131764111826324
mwfrs,0.19703207116798316,-0.28739443839743745,0.04940070403074113,0.010718723035401539,0.030242940163310576
foundation_type,0.2752238289765578,-0.18469934424363363,-0.2415942089071168,0.13820345381645655,0.012866270357736109
wall_structure,0.09664610652061092,0.1581382651646843,-0.027557678895444606,0.3125481995226854,-0.5397748923125346
wall_substrate,-0.0849711585811192,-0.048451299819368694,0.04929498671356316,0.13272354676823273,-0.04859607508130877
wall_cladding,0.13593700241818865,0.07560887119464973,0.0363899351753866,-0.2062170739864483,-0.04171873480177508
roof_system,-0.36532469076769536,-0.020627020437653586,0.12276139583068545,-0.13205994618228456,0.39525026155694815
roof_substrate_type,0.4159438524875866,-0.03953108913887907,-0.27322949883222614,-0.16571935023700018,0.06253608572051846
roof_cover,-0.18209544046135961,-0.013663027526696835,0.12794357017740887,-0.09230909500662539,0.1601239928172732
Buildinglong,0.199906609791626,0.022660139297633834,0.09141897179224856,-0.11659205484622195,-0.19739366603528574
mindist,0.22183355882931832,-0.11625427298264086,0.2677647054434405,-0.3043664443269617,-0.06897754696315667
