,0,1,2,3,4
intercept,-3.5586935165142113,0.952330849851333,2.0825922150629954,0.749229447192946,-0.22545899559308102
Unnamed0,-0.4770070142496555,0.07396008791419123,0.6205327300597868,0.2081276952837081,-0.42561349900802864
Buildinglat,0.6201654034986352,-0.0972129953382364,-0.7943863741863723,-0.11525369221155782,0.3866876582375311
longitude,0.10021110739831102,0.08997795479725287,0.1845642306225782,-0.1690420839063283,-0.20571120891181285
hazards_present,-0.1653763749121122,0.17489074874337274,0.0335957483328525,0.1926101554280349,-0.23572027759215033
wind_damage_rating,-5.486545763870409,-2.460679912917334,1.1230463929230172,3.0850954682331233,3.7390838156316
surge_damage_rating,-3.2309752343566216,-2.4250419318754783,-0.16580191348794307,1.8446158327309876,3.9772032469890504
rainwater_ingress_damage_rating,0.07943969191910433,0.057763632790222307,-0.009542182701351598,-0.10073345035037683,-0.026927691657595173
building_type,0.2892599736045189,0.12334601189257323,0.05984348731602506,-0.07067752059217096,-0.40177195222094736
number_of_stories,-0.33991778262812733,0.482440562329647,0.41740289719885365,0.5650893763750977,-1.1250150532754692
understory_pct_of_building_footprint,0.34717901042796356,-0.04195137034363657,-0.05322344396239143,-0.27629118761820465,0.02428699149626877
year_built,-0.024248452731056108,0.25225875610788673,-0.19770090665087794,0.05242452412727142,-0.0827339208532243
roof_shape,0.15819775346917167,0.059274162863331176,0.12438865279986211,-0.07625814742564438,-0.2656024217067223
mwfrs,0.1855884550091761,-0.19056209359274637,0.1115188973908867,-0.07984472600153335,-0.026700532805784005
foundation_type,0.2734005718993813,-0.2137835673488402,-0.12759344583879345,0.12615228223774333,-0.05817584094949044
wall_structure,0.27516631912144923,-0.0364241888370911,-0.09280129553517158,0.2262034341227677,-0.372144268871953
wall_substrate,0.019126375228738078,0.057146443187555115,-0.11859373998462282,-0.0316805122342168,0.07400143380254873
wall_cladding,0.03635562389766868,0.03258370050393156,0.033092831553029535,-0.257812354763589,0.155780198808959
roof_system,-0.48916089940605423,0.005459683768158956,0.11228319439294514,-0.02149163324494849,0.39290965448990034
roof_substrate_type,0.3843023665880808,-0.004151664275273735,-0.1870630223249986,-0.1408968865071429,-0.05219079348066722
roof_cover,-0.4083780338284588,0.09513357722729086,0.20081311560104304,-0.05321838822774508,0.16564972922787102
Buildinglong,0.10021959012806013,0.09065494157326402,0.18111267567032563,-0.16585838683152865,-0.20612882054012
mindist,0.26284026627822454,-0.0903115489025554,0.28280049032055676,-0.3583727636307064,-0.09695644406552092
