,0,1,2,3,4
intercept,-3.6597057343536012,0.7636691013619189,2.1169073940913465,0.7331969220298504,0.04593231687045651
Unnamed0,-0.5823897930873934,0.1888534788030163,0.3203942042949528,0.1985941612610066,-0.12545205127158385
Buildinglat,0.5357079328499573,-0.24002556793169855,-0.5127139078828731,-0.0385605367084232,0.25559207967304
longitude,0.14072107667375705,0.038257566546068586,0.0867193527851853,-0.19085191505296972,-0.07484608095204075
hazards_present,-0.23724066695724141,0.23667008604858286,-0.04462195123868799,0.1675919777922243,-0.12239944564487684
wind_damage_rating,-5.46540690196587,-2.53155675939606,1.165008309014338,3.1904012608708405,3.64155409147676
surge_damage_rating,-3.430207524657762,-2.504697747971326,-0.04903097933281224,2.066228470012765,3.917707781949137
rainwater_ingress_damage_rating,-0.05615996055695718,0.06836239910522958,0.06258020808855244,-0.07718237834697289,0.0023997317101470666
building_type,0.20372857149425938,0.09349448846916125,0.034677718784092544,-0.11067491046373405,-0.22122586828377772
number_of_stories,-0.26663366206142347,0.37642775137366286,0.30315723799972927,0.4473503786504063,-0.8603017059623754
understory_pct_of_building_footprint,0.2873678379539964,-0.0841353063167962,-0.025530099405691065,-0.14715506769201278,-0.030547364539493076
year_built,0.11529364426488628,0.4958891238440486,-0.21737619143068337,-0.09666404273775403,-0.2971425339404966
roof_shape,0.13580635262592675,0.13867724006660298,0.0887530784580625,-0.11902020888272742,-0.24421646226786514
mwfrs,0.32649686766943375,-0.20556953372833175,0.04066014639767099,-0.12726034921414417,-0.03432713112462981
foundation_type,0.4257029795734346,-0.24407152194047405,-0.2868116377568522,0.1683216496723038,-0.06314146954841235
wall_structure,0.3703578219041509,0.10778207437025873,-0.09627191098358522,-0.027428993359078342,-0.354438991931747
wall_substrate,0.2493266888762661,0.04060587362184456,-0.1654719229213829,-0.19716129561017254,0.07270065603344232
wall_cladding,0.08153172761633536,0.24247837065002956,-0.032793041204810525,-0.15490687198826297,-0.1363101850732922
roof_system,-0.5053838121119043,0.13410717284001492,0.045232540993421735,0.012429841707925077,0.3136142565705412
roof_substrate_type,0.05145858565466022,-0.04468581818753432,-0.07096631819242281,-0.10132823479132849,0.16552178551662777
roof_cover,-0.22523566927505378,-0.055329915641232685,0.11618945904327026,-0.02869238446244857,0.1930685103354647
Buildinglong,0.1407538273284661,0.041711834970402185,0.07696089662201767,-0.18452638625044357,-0.07490017267044174
mindist,0.0777038688784546,-0.060739762601322585,0.2468815402155763,-0.21940189095888663,-0.04444375553382401
